Entity,Attribute,Data Type,PK/FK,Nullable,Unique,Default,Validation / Constraint,Retention,Owner,Notes
facility_services,service_id,bigint,FK→services.id,No,No,NULL,Must reference services.id,Until soft/hard delete,System,"cấu hình dịch vụ ở từng cơ sở, gồm giá, thời lượng và trạng thái khả dụng. Dùng vì cùng một dịch vụ có thể có giá hoặc trạng thái khác nhau giữa các cơ sở."
facility_services,price,"decimal(15,2)",-,No,No,NULL,-,Until soft/hard delete,System,"cấu hình dịch vụ ở từng cơ sở, gồm giá, thời lượng và trạng thái khả dụng. Dùng vì cùng một dịch vụ có thể có giá hoặc trạng thái khác nhau giữa các cơ sở."
facility_services,duration_minutes,int,-,No,No,NULL,-,Until soft/hard delete,System,"cấu hình dịch vụ ở từng cơ sở, gồm giá, thời lượng và trạng thái khả dụng. Dùng vì cùng một dịch vụ có thể có giá hoặc trạng thái khác nhau giữa các cơ sở."
facility_services,status,varchar(30),-,No,No,NULL,"Allowed: available, unavailable; Max length 30",Until soft/hard delete,System,"cấu hình dịch vụ ở từng cơ sở, gồm giá, thời lượng và trạng thái khả dụng. Dùng vì cùng một dịch vụ có thể có giá hoặc trạng thái khác nhau giữa các cơ sở."
facility_services,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"cấu hình dịch vụ ở từng cơ sở, gồm giá, thời lượng và trạng thái khả dụng. Dùng vì cùng một dịch vụ có thể có giá hoặc trạng thái khác nhau giữa các cơ sở."
facility_services,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"cấu hình dịch vụ ở từng cơ sở, gồm giá, thời lượng và trạng thái khả dụng. Dùng vì cùng một dịch vụ có thể có giá hoặc trạng thái khác nhau giữa các cơ sở."
maternity_packages,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
maternity_packages,code,varchar(50),-,No,Yes,NULL,Unique; Max length 50,Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
maternity_packages,name,varchar(200),-,No,No,NULL,Max length 200,Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
maternity_packages,description,text,-,Yes,No,NULL,Nullable,Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
maternity_packages,price,"decimal(15,2)",-,No,No,NULL,-,Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
maternity_packages,duration_days,int,-,Yes,No,NULL,Nullable,Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
maternity_packages,priority_level,int,-,No,No,0,"Default 0, VIP cao hơn",Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
maternity_packages,status,varchar(30),-,No,No,NULL,"Allowed: draft, active, inactive; Max length 30",Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
maternity_packages,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
maternity_packages,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"danh mục gói thai sản đang bán. Bảng này lưu thông tin gói ở cấp sản phẩm như tên, giá, thời hạn, mức ưu tiên/VIP."
package_services,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,"cấu hình dịch vụ được bao gồm trong một gói, số lần sử dụng, bắt buộc hay tùy chọn. Đây là bảng quyết định quyền lợi gói."
package_services,package_id,bigint,FK→maternity_packages.id,No,No,NULL,Must reference maternity_packages.id,Until soft/hard delete,System,"cấu hình dịch vụ được bao gồm trong một gói, số lần sử dụng, bắt buộc hay tùy chọn. Đây là bảng quyết định quyền lợi gói."
package_services,service_id,bigint,FK→services.id,No,No,NULL,Must reference services.id,Until soft/hard delete,System,"cấu hình dịch vụ được bao gồm trong một gói, số lần sử dụng, bắt buộc hay tùy chọn. Đây là bảng quyết định quyền lợi gói."
package_services,included_quantity,int,-,No,No,NULL,Số lần dùng,Until soft/hard delete,System,"cấu hình dịch vụ được bao gồm trong một gói, số lần sử dụng, bắt buộc hay tùy chọn. Đây là bảng quyết định quyền lợi gói."
package_services,is_required,boolean,-,No,No,NULL,Dịch vụ bắt buộc,Until soft/hard delete,System,"cấu hình dịch vụ được bao gồm trong một gói, số lần sử dụng, bắt buộc hay tùy chọn. Đây là bảng quyết định quyền lợi gói."
package_services,is_optional,boolean,-,No,No,NULL,Dịch vụ tùy chọn,Until soft/hard delete,System,"cấu hình dịch vụ được bao gồm trong một gói, số lần sử dụng, bắt buộc hay tùy chọn. Đây là bảng quyết định quyền lợi gói."
package_services,allowed_facility_scope,varchar(30),-,No,No,NULL,"Allowed: all, selected; Max length 30",Until soft/hard delete,System,"cấu hình dịch vụ được bao gồm trong một gói, số lần sử dụng, bắt buộc hay tùy chọn. Đây là bảng quyết định quyền lợi gói."
package_services,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"cấu hình dịch vụ được bao gồm trong một gói, số lần sử dụng, bắt buộc hay tùy chọn. Đây là bảng quyết định quyền lợi gói."
package_services,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"cấu hình dịch vụ được bao gồm trong một gói, số lần sử dụng, bắt buộc hay tùy chọn. Đây là bảng quyết định quyền lợi gói."
package_service_facilities,package_service_id,bigint,PK/FK→package_services.id,No,No,NULL,Primary key; Must reference package_services.id,Until soft/hard delete,System,giới hạn dịch vụ trong gói được dùng ở cơ sở nào. Chỉ cần dùng khi `package_services.allowed_facility_scope = selected`.
package_service_facilities,facility_id,bigint,PK/FK→facilities.id,No,No,NULL,Primary key; Must reference facilities.id,Until soft/hard delete,System,giới hạn dịch vụ trong gói được dùng ở cơ sở nào. Chỉ cần dùng khi `package_services.allowed_facility_scope = selected`.
patient_packages,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_packages,patient_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_packages,pregnancy_profile_id,bigint,FK→pregnancy_profiles.id,Yes,No,NULL,Must reference pregnancy_profiles.id,Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_packages,package_id,bigint,FK→maternity_packages.id,No,No,NULL,Must reference maternity_packages.id,Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_packages,start_date,date,-,No,No,NULL,Date,Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_packages,end_date,date,-,Yes,No,NULL,Date,Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_packages,status,varchar(30),-,No,No,NULL,"Allowed: pending_payment, active, expired, cancelled, upgraded; Max length 30",Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_packages,upgraded_from_id,bigint,FK→patient_packages.id,Yes,No,NULL,Must reference patient_packages.id,Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_packages,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_packages,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"gói mà thai phụ đã mua/đăng ký. Đây là instance thực tế của gói theo từng khách hàng, có ngày bắt đầu, ngày hết hạn, trạng thái và lịch sử nâng cấp."
patient_package_benefits,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,"quyền lợi còn lại của một gói đã mua. Khi thai phụ sử dụng dịch vụ trong gói, bảng này được cập nhật số lần đã dùng/còn lại."
patient_package_benefits,patient_package_id,bigint,FK→patient_packages.id,No,No,NULL,Must reference patient_packages.id,Until soft/hard delete,System,"quyền lợi còn lại của một gói đã mua. Khi thai phụ sử dụng dịch vụ trong gói, bảng này được cập nhật số lần đã dùng/còn lại."
patient_package_benefits,service_id,bigint,FK→services.id,No,No,NULL,Must reference services.id,Until soft/hard delete,System,"quyền lợi còn lại của một gói đã mua. Khi thai phụ sử dụng dịch vụ trong gói, bảng này được cập nhật số lần đã dùng/còn lại."
patient_package_benefits,total_quantity,int,-,No,No,NULL,-,Until soft/hard delete,System,"quyền lợi còn lại của một gói đã mua. Khi thai phụ sử dụng dịch vụ trong gói, bảng này được cập nhật số lần đã dùng/còn lại."
patient_package_benefits,used_quantity,int,-,No,No,0,Default 0,Until soft/hard delete,System,"quyền lợi còn lại của một gói đã mua. Khi thai phụ sử dụng dịch vụ trong gói, bảng này được cập nhật số lần đã dùng/còn lại."
patient_package_benefits,remaining_quantity,int,-,No,No,NULL,-,Until soft/hard delete,System,"quyền lợi còn lại của một gói đã mua. Khi thai phụ sử dụng dịch vụ trong gói, bảng này được cập nhật số lần đã dùng/còn lại."
patient_package_benefits,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"quyền lợi còn lại của một gói đã mua. Khi thai phụ sử dụng dịch vụ trong gói, bảng này được cập nhật số lần đã dùng/còn lại."
patient_package_benefits,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"quyền lợi còn lại của một gói đã mua. Khi thai phụ sử dụng dịch vụ trong gói, bảng này được cập nhật số lần đã dùng/còn lại."
patient_extra_services,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,"dịch vụ mua thêm ngoài gói hoặc ngoài quota gói. Dùng để theo dõi thanh toán, hủy dịch vụ chưa dùng và liên kết với lịch khám."
patient_extra_services,patient_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Until soft/hard delete,System,"dịch vụ mua thêm ngoài gói hoặc ngoài quota gói. Dùng để theo dõi thanh toán, hủy dịch vụ chưa dùng và liên kết với lịch khám."
patient_extra_services,patient_package_id,bigint,FK→patient_packages.id,Yes,No,NULL,Must reference patient_packages.id,Until soft/hard delete,System,"dịch vụ mua thêm ngoài gói hoặc ngoài quota gói. Dùng để theo dõi thanh toán, hủy dịch vụ chưa dùng và liên kết với lịch khám."
patient_extra_services,service_id,bigint,FK→services.id,No,No,NULL,Must reference services.id,Until soft/hard delete,System,"dịch vụ mua thêm ngoài gói hoặc ngoài quota gói. Dùng để theo dõi thanh toán, hủy dịch vụ chưa dùng và liên kết với lịch khám."
patient_extra_services,facility_id,bigint,FK→facilities.id,No,No,NULL,Must reference facilities.id,Until soft/hard delete,System,"dịch vụ mua thêm ngoài gói hoặc ngoài quota gói. Dùng để theo dõi thanh toán, hủy dịch vụ chưa dùng và liên kết với lịch khám."
patient_extra_services,price,"decimal(15,2)",-,No,No,NULL,Snapshot giá,Until soft/hard delete,System,"dịch vụ mua thêm ngoài gói hoặc ngoài quota gói. Dùng để theo dõi thanh toán, hủy dịch vụ chưa dùng và liên kết với lịch khám."
patient_extra_services,status,varchar(30),-,No,No,NULL,"Allowed: pending_payment, paid, used, cancelled; Max length 30",Until soft/hard delete,System,"dịch vụ mua thêm ngoài gói hoặc ngoài quota gói. Dùng để theo dõi thanh toán, hủy dịch vụ chưa dùng và liên kết với lịch khám."
patient_extra_services,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"dịch vụ mua thêm ngoài gói hoặc ngoài quota gói. Dùng để theo dõi thanh toán, hủy dịch vụ chưa dùng và liên kết với lịch khám."
patient_extra_services,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"dịch vụ mua thêm ngoài gói hoặc ngoài quota gói. Dùng để theo dõi thanh toán, hủy dịch vụ chưa dùng và liên kết với lịch khám."
pregnancy_profiles,id,bigint,PK,No,No,NULL,Primary key,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,patient_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,code,varchar(50),-,No,Yes,NULL,Unique; Max length 50,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,full_name,varchar(150),-,No,No,NULL,Max length 150,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,date_of_birth,date,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,phone,varchar(30),-,Yes,No,NULL,Max length 30,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,last_menstrual_period,date,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,expected_due_date,date,-,Yes,No,NULL,Date,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,gestational_age_weeks,int,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,gravida,int,-,No,No,NULL,Số lần mang thai,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,para,int,-,No,No,NULL,Số lần sinh,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,risk_level,varchar(30),-,No,No,NULL,"Allowed: low, medium, high; Max length 30",Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,status,varchar(30),-,No,No,NULL,"Allowed: active, completed, archived; Max length 30",Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,notes,text,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_profiles,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,"hồ sơ thai kỳ của thai phụ. Một user có thể có nhiều hồ sơ theo các lần mang thai khác nhau. Dùng cho quản lý hồ sơ, tìm kiếm thai phụ, đánh dấu nguy cơ cao."
pregnancy_history_events,id,bigint,PK,No,No,NULL,Primary key,Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
pregnancy_history_events,pregnancy_profile_id,bigint,FK→pregnancy_profiles.id,No,No,NULL,Must reference pregnancy_profiles.id,Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
pregnancy_history_events,event_type,varchar(50),-,No,No,NULL,"Allowed: profile_created, appointment, result, risk_updated, note; Max length 50",Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
pregnancy_history_events,event_date,timestamp,-,No,No,NULL,Date,Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
pregnancy_history_events,title,varchar(200),-,No,No,NULL,Max length 200,Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
pregnancy_history_events,description,text,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
pregnancy_history_events,ref_table,varchar(100),-,Yes,No,NULL,Max length 100,Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
pregnancy_history_events,ref_id,bigint,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
pregnancy_history_events,created_by,bigint,FK→users,No,No,NULL,Must reference users,Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
pregnancy_history_events,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,"timeline lịch sử thai kỳ. Mỗi sự kiện như tạo hồ sơ, đặt lịch, có kết quả khám, cập nhật nguy cơ sẽ được ghi lại để xem lịch sử dạng timeline."
health_metrics,id,bigint,PK,No,No,NULL,Primary key,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,pregnancy_profile_id,bigint,FK→pregnancy_profiles.id,No,No,NULL,Must reference pregnancy_profiles.id,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,recorded_by,bigint,FK→users,No,No,NULL,Must reference users,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,recorded_at,timestamp,-,No,No,NULL,Timestamp,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,weight_kg,"decimal(5,2)",-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,blood_pressure_systolic,int,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,blood_pressure_diastolic,int,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,heart_rate,int,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,blood_sugar,"decimal(6,2)",-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,fetal_heart_rate,int,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,metadata,json,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,notes,text,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
health_metrics,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,"chỉ số sức khỏe của thai phụ và thai nhi theo thời gian. Dùng cho biểu đồ sức khỏe, cảnh báo nguy cơ và theo dõi diễn biến thai kỳ."
appointments,id,bigint,PK,No,No,NULL,Primary key,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,code,varchar(50),-,No,Yes,NULL,Unique; Max length 50,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,patient_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,pregnancy_profile_id,bigint,FK→pregnancy_profiles.id,Yes,No,NULL,Must reference pregnancy_profiles.id,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,facility_id,bigint,FK→facilities.id,No,No,NULL,Must reference facilities.id,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,room_id,bigint,FK→rooms.id,Yes,No,NULL,Must reference rooms.id,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,doctor_id,bigint,FK→doctors.id,Yes,No,NULL,Must reference doctors.id,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,service_id,bigint,FK→services.id,No,No,NULL,Must reference services.id,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,patient_package_id,bigint,FK→patient_packages.id,Yes,No,NULL,Must reference patient_packages.id,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
